CountryA3, Entity,Sector
AUS,Industries,Reinforcing rods
AUS,Industries,Aluminium doors
AUS,Industries,Architectural aluminium
AUS,Industries,Structural metal products repairing
AUS,Industries,Sheet metal products
AUS,Industries,Fabricated metal products
AUS,Industries,Firearms
AUS,Industries,Fabricated metal products repairing
AUS,Industries,Motor vehicle parts
AUS,Industries,Finished cars
AUS,Industries,Trucks
AUS,Industries,Motor vehicle repairing
AUS,Industries,Ships and boats
AUS,Industries,Ships and boat repairing
AUS,Industries,Railway equipment
AUS,Industries,Railway equipment repairing
AUS,Industries,Aircraft
AUS,Industries,Aircraft repairing
AUS,Industries,Photographic and scientific equipment
AUS,Industries,Surgical and medical
AUS,Industries,Spectacles and sunglasses
AUS,Industries,Electronic equipment
AUS,Industries,Gaming and vending machines
AUS,Industries,Household appliances
AUS,Industries,"Space heaters, gas"
AUS,Industries,"Space heaters, electric"
AUS,Industries,Domestic refrigerators
AUS,Industries,Room air conditioning
AUS,Industries,Commercial refrigerators
AUS,Industries,Clothes washing machines
AUS,Industries,"Water heater, solar"
AUS,Industries,"Water heater, non-electric"
AUS,Industries,"Water heater, electric"
AUS,Industries,Electrical equipment
AUS,Industries,Construction machinery
AUS,Industries,"Hoists, cranes, lifting and loading machinery"
AUS,Industries,"Machinery for crushing, grinding, mixing"
AUS,Industries,Mining or drilling machinery and parts
AUS,Industries,Elevators and escalators
AUS,Industries,Industrial machinery and equipment
AUS,Industries,Pumps
AUS,Industries,Air conditioning
AUS,Industries,Lawn mowers
AUS,Industries,"Tillage, seeding, planting and fertilising equipment"
AUS,Industries,"Harvesting, haymaking and silage making equipment"
AUS,Industries,Agricultural tractors
AUS,Industries,Irrigation equipment
AUS,Industries,Agricultural machinery and parts
AUS,Industries,Prefabricated buildings
AUS,Industries,Furniture
AUS,Industries,Wooden furniture
AUS,Industries,Sheet metal furniture
AUS,Industries,Mattresses
AUS,Industries,Miscellaneous manufacturing
AUS,Industries,Jewellerey
AUS,Industries,Advertising signs
AUS,Industries,Electricity supply
AUS,Industries,Gas supply
AUS,Industries,Water supply; sewerage and drainage services
AUS,Industries,Residential building repair and maintenance
AUS,Industries,Residential building construction
AUS,Industries,Non-residential building construction
AUS,Industries,Non-residential building repair and maintenance
AUS,Industries,Roads and bridges
AUS,Industries,Non-building construction
AUS,Industries,Non-building repair
AUS,Industries,Wholesale trade
AUS,Industries,Retail trade
AUS,Industries,Motor vehicle and lawn mower repairs
AUS,Industries,Industrial machinery repairs
AUS,Industries,Business machines and equipment repairing and services
AUS,Industries,Wholesale repair and servicing
AUS,Industries,Household electrical applicances repair and service
AUS,Industries,Retail repair and service
AUS,Industries,"Hotels, clubs, restaurants and cafes"
AUS,Industries,Accommodation
AUS,Industries,Road freight
AUS,Industries,Bus and tramway
AUS,Industries,Taxi and hire car
AUS,Industries,Railway freight transport services
AUS,Industries,Railway passenger transport services
AUS,Industries,Pipeline transport
AUS,Industries,Transport services
AUS,Industries,Water transport
AUS,Industries,Air and space transport
AUS,Industries,Parking services
AUS,Industries,Services to road transport
AUS,Industries,Services to water transport
AUS,Industries,Services to air transport
AUS,Industries,Travel and tourist agency services
AUS,Industries,Road freight forwarding
AUS,Industries,Forwarding agencies
AUS,Industries,Customs agencies
AUS,Industries,Storage
AUS,Industries,Overseas communication services and Pay TV
AUS,Industries,Postal services
AUS,Industries,Courier services
AUS,Industries,Domestic telecommunication services
AUS,Industries,Banking
AUS,Industries,Non-bank finance
AUS,Industries,Insurance
AUS,Industries,Life insurance
AUS,Industries,Health insurance
AUS,Industries,Public liability
AUS,Industries,Security broking and dealing
AUS,Industries,Services to finance and investment
AUS,Industries,Services to insurance
AUS,Industries,Ownership of dwellings
AUS,Industries,Property services
AUS,Industries,Property operator and developer services
AUS,Industries,Real estate agent services
AUS,Industries,Motor vehicle hire
AUS,Industries,"Plant leasing, hiring and renting services"
AUS,Industries,Computer and technical services
AUS,Industries,Research and meteorology services
AUS,Industries,Architectural services
AUS,Industries,Surveying services
AUS,Industries,Technical services
AUS,Industries,Data processing services
AUS,Industries,Legal services
AUS,Industries,Accounting services
AUS,Industries,Advertising services
AUS,Industries,Market research and other business management services
AUS,Industries,Employment placement
AUS,Industries,"Typing, copying and mailing"
AUS,Industries,Security and investigation
AUS,Industries,Pest control
AUS,Industries,Cleaning
AUS,Industries,Packing
AUS,Industries,Collecting and credit reporting
AUS,Industries,Business services
AUS,Industries,Judicial services
AUS,Industries,Federal government
AUS,Industries,State government
AUS,Industries,Local government
AUS,Industries,Defence
AUS,Industries,Education
AUS,Industries,"GPs, dentists, optometrists, ambulance"
AUS,Industries,Hospitals and nursing homes
AUS,Industries,Community health centres
AUS,Industries,Veterinary services
AUS,Industries,Motion pictures
AUS,Industries,Radio and television stations
AUS,Industries,"Library, museum and art gallery services"
AUS,Industries,"Parks, botanical gardens and zoos"
AUS,Industries,Music and theatre production
AUS,Industries,Creative arts
AUS,Industries,News reporting
AUS,Industries,Entertainment
AUS,Industries,Lottery
AUS,Industries,Gambling
AUS,Industries,TAB agencies
AUS,Industries,"Sport and recreation services (incl horse and dog racing, sports grounds, services)"
AUS,Industries,Personal services
AUS,Industries,Photographic film processing
AUS,Industries,Community services and religious organisations
AUS,Industries,Interest groups and community organisations
AUS,Industries,Police
AUS,Industries,Corrective centres
AUS,Industries,Fire brigade
AUS,Industries,Sanitary and garbage disposal
AUS,Industries,Re-export
AUS,Commodities,Sheep and lambs
AUS,Commodities,Shorn wool
AUS,Commodities,"Oats, sorghum and other cereal grains"
AUS,Commodities,Wheat
AUS,Commodities,Barley
AUS,Commodities,Rice
AUS,Commodities,Oilseeds
AUS,Commodities,Legumes
AUS,Commodities,Beef cattle
AUS,Commodities,Untreated milk
AUS,Commodities,Dairy cattle
AUS,Commodities,Pigs
AUS,Commodities,Poultry
AUS,Commodities,Eggs
AUS,Commodities,Vegetables
AUS,Commodities,Fruit
AUS,Commodities,Plant nurseries
AUS,Commodities,Flowers
AUS,Commodities,Grapes for wine
AUS,Commodities,Horses
AUS,Commodities,Deer
AUS,Commodities,Animal breeding
AUS,Commodities,Sugar cane
AUS,Commodities,Unginned cotton
AUS,Commodities,Hops
AUS,Commodities,Grass seed
AUS,Commodities,Hay
AUS,Commodities,Natural rubber
AUS,Commodities,Skins and other agricultural services
AUS,Commodities,Ginned cotton
AUS,Commodities,Cotton seed
AUS,Commodities,Sheep shearing
AUS,Commodities,Aerial agriculture
AUS,Commodities,Forest products
AUS,Commodities,Forestry
AUS,Commodities,Softwoods
AUS,Commodities,Hardwoods
AUS,Commodities,Services to fishing and squid jigging
AUS,Commodities,Rock lobsters
AUS,Commodities,Prawns
AUS,Commodities,Raw fish
AUS,Commodities,Shellfish
AUS,Commodities,Aquaculture
AUS,Commodities,Black coal
AUS,Commodities,Brown coal
AUS,Commodities,Crude oil
AUS,Commodities,Natural gas
AUS,Commodities,"LPG, LNG"
AUS,Commodities,"Coal, oil and gas extraction"
AUS,Commodities,Iron ores
AUS,Commodities,Non-ferrous ores
AUS,Commodities,Bauxite
AUS,Commodities,Copper concentrates and ores
AUS,Commodities,Gold
AUS,Commodities,Ilmenite and Leucoxene
AUS,Commodities,Rutile
AUS,Commodities,Mineral sands
AUS,Commodities,Nickel ores
AUS,Commodities,Lead ores
AUS,Commodities,Silver and zinc ores
AUS,Commodities,Tin ores
AUS,Commodities,Uranium ores
AUS,Commodities,Manganese ores
AUS,Commodities,"Gemstones, gypsum, silica"
AUS,Commodities,Gravel
AUS,Commodities,Sand
AUS,Commodities,Dimension stone
AUS,Commodities,Construction materials
AUS,Commodities,Limestone
AUS,Commodities,Clays
AUS,Commodities,Salt
AUS,Commodities,Phosphate rock
AUS,Commodities,Services to mining
AUS,Commodities,Meat products
AUS,Commodities,Fresh meat
AUS,Commodities,"Offal, hides, skins, blood meal"
AUS,Commodities,"Poultry, slaughtered"
AUS,Commodities,Dairy products
AUS,Commodities,Treated milk
AUS,Commodities,Cheese
AUS,Commodities,Butter oil
AUS,Commodities,Butter
AUS,Commodities,Vegetable products
AUS,Commodities,Fruit products
AUS,Commodities,Oils and fats
AUS,Commodities,Rice products
AUS,Commodities,Plain flour
AUS,Commodities,Fodder and feed
AUS,Commodities,Flour mill products
AUS,Commodities,Gluten
AUS,Commodities,Breakfast foods
AUS,Commodities,Self-raising flour
AUS,Commodities,Cakes
AUS,Commodities,Pasta
AUS,Commodities,"Pies, cakes, biscuits"
AUS,Commodities,Bread and bread rolls
AUS,Commodities,Confectionery
AUS,Commodities,Food products
AUS,Commodities,Raw sugar
AUS,Commodities,Refined sugar
AUS,Commodities,Fish
AUS,Commodities,Lobster
AUS,Commodities,Processed seafoods
AUS,Commodities,Animal food
AUS,Commodities,Soft drinks
AUS,Commodities,Beer and malt
AUS,Commodities,Spirits
AUS,Commodities,Wine
AUS,Commodities,Tobacco
AUS,Commodities,Wool scouring
AUS,Commodities,Human-made fibres
AUS,Commodities,Cotton fabrics
AUS,Commodities,Wool fabrics
AUS,Commodities,Textile finishing
AUS,Commodities,Textile products
AUS,Commodities,Textile and canvas bags
AUS,Commodities,Knitting mill products
AUS,Commodities,Clothing
AUS,Commodities,Footwear
AUS,Commodities,Leather products
AUS,Commodities,Sawmill products
AUS,Commodities,Undressed sawn timber
AUS,Commodities,Softwood woodchips
AUS,Commodities,Undressed resawn timber
AUS,Commodities,Hardwood woodchips
AUS,Commodities,"Pulp, paper and paperboard"
AUS,Commodities,Manufactured wood
AUS,Commodities,Joinery products
AUS,Commodities,Paper containers
AUS,Commodities,Paper products
AUS,Commodities,Printing and stationery
AUS,Commodities,Trade advertising
AUS,Commodities,Recorded media and publishing
AUS,Commodities,Newspaper advertising
AUS,Commodities,Newspapers
AUS,Commodities,Periodicals
AUS,Commodities,"Books, maps, magazines"
AUS,Commodities,Petroleum and coal products
AUS,Commodities,Petrol and diesel
AUS,Commodities,Kerosene
AUS,Commodities,Gas oil or fuel oil
AUS,Commodities,Bitumen
AUS,Commodities,Refinery LPG
AUS,Commodities,Basic chemicals
AUS,Commodities,Gases
AUS,Commodities,Paints
AUS,Commodities,"Pesticides, insecticides and medicinal goods"
AUS,Commodities,Pharmaceutical goods for human use
AUS,Commodities,Soap and other detergents
AUS,Commodities,Cosmetics and toiletry preparations
AUS,Commodities,Chemical products
AUS,Commodities,Explosives and matches
AUS,Commodities,Munitions
AUS,Commodities,Inks
AUS,Commodities,Glue
AUS,Commodities,Rubber products
AUS,Commodities,Tyres
AUS,Commodities,Retreading strips
AUS,Commodities,Plastic products
AUS,Commodities,Superphosphate
AUS,Commodities,Mixed fertilisers
AUS,Commodities,Chemical fertilisers
AUS,Commodities,Glass products
AUS,Commodities,Ceramic products
AUS,Commodities,"Cement, lime "
AUS,Commodities,Ready-mixed concrete
AUS,Commodities,Concrete products
AUS,Commodities,Plaster boards and plaster
AUS,Commodities,Non-metallic mineral products
AUS,Commodities,Worked monumental or building stone
AUS,Commodities,Glass fibre and glass wool products
AUS,Commodities,Ground minerals
AUS,Commodities,Iron and steel semi-manufactures
AUS,Commodities,Non-ferrous non-aluminium semi-manufactures
AUS,Commodities,"Copper, silver, lead, zinc"
AUS,Commodities,Alumina
AUS,Commodities,Aluminium
AUS,Commodities,Nickel
AUS,Commodities,Precious metals
AUS,Commodities,Aluminium semi-manufactures
AUS,Commodities,Aluminium foil
AUS,Commodities,Structural metal products
AUS,Commodities,Fabricated construction steel
AUS,Commodities,Reinforcing rods
AUS,Commodities,Aluminium doors
AUS,Commodities,Architectural aluminium
AUS,Commodities,Structural metal products repairing
AUS,Commodities,Sheet metal products
AUS,Commodities,Fabricated metal products
AUS,Commodities,Firearms
AUS,Commodities,Fabricated metal products repairing
AUS,Commodities,Motor vehicle parts
AUS,Commodities,Finished cars
AUS,Commodities,Trucks
AUS,Commodities,Motor vehicle repairing
AUS,Commodities,Ships and boats
AUS,Commodities,Ships and boat repairing
AUS,Commodities,Railway equipment
AUS,Commodities,Railway equipment repairing
AUS,Commodities,Aircraft
AUS,Commodities,Aircraft repairing
AUS,Commodities,Photographic and scientific equipment
AUS,Commodities,Surgical and medical
AUS,Commodities,Spectacles and sunglasses
AUS,Commodities,Electronic equipment
AUS,Commodities,Gaming and vending machines
AUS,Commodities,Household appliances
AUS,Commodities,"Space heaters, gas"
AUS,Commodities,"Space heaters, electric"
AUS,Commodities,Domestic refrigerators
AUS,Commodities,Room air conditioning
AUS,Commodities,Commercial refrigerators
AUS,Commodities,Clothes washing machines
AUS,Commodities,"Water heater, solar"
AUS,Commodities,"Water heater, non-electric"
AUS,Commodities,"Water heater, electric"
AUS,Commodities,Electrical equipment
AUS,Commodities,Construction machinery
AUS,Commodities,"Hoists, cranes, lifting and loading machinery"
