CountryA3, Entity,Sector
AUS,Commodities,Road freight forwarding
AUS,Commodities,Forwarding agencies
AUS,Commodities,Customs agencies
AUS,Commodities,Storage
AUS,Commodities,Overseas communication services and Pay TV
AUS,Commodities,Postal services
AUS,Commodities,Courier services
AUS,Commodities,Domestic telecommunication services
AUS,Commodities,Banking
AUS,Commodities,Non-bank finance
AUS,Commodities,Insurance
AUS,Commodities,Life insurance
AUS,Commodities,Health insurance
AUS,Commodities,Public liability
AUS,Commodities,Security broking and dealing
AUS,Commodities,Services to finance and investment
AUS,Commodities,Services to insurance
AUS,Commodities,Ownership of dwellings
AUS,Commodities,Property services
AUS,Commodities,Property operator and developer services
AUS,Commodities,Real estate agent services
AUS,Commodities,Motor vehicle hire
AUS,Commodities,"Plant leasing, hiring and renting services"
AUS,Commodities,Computer and technical services
AUS,Commodities,Research and meteorology services
AUS,Commodities,Architectural services
AUS,Commodities,Surveying services
AUS,Commodities,Technical services
AUS,Commodities,Data processing services
AUS,Commodities,Legal services
AUS,Commodities,Accounting services
AUS,Commodities,Advertising services
AUS,Commodities,Market research and other business management services
AUS,Commodities,Employment placement
AUS,Commodities,"Typing, copying and mailing"
AUS,Commodities,Security and investigation
AUS,Commodities,Pest control
AUS,Commodities,Cleaning
AUS,Commodities,Packing
AUS,Commodities,Collecting and credit reporting
AUS,Commodities,Business services
AUS,Commodities,Judicial services
AUS,Commodities,Federal government
AUS,Commodities,State government
AUS,Commodities,Local government
AUS,Commodities,Defence
AUS,Commodities,Education
AUS,Commodities,"GPs, dentists, optometrists, ambulance"
AUS,Commodities,Hospitals and nursing homes
AUS,Commodities,Community health centres
AUS,Commodities,Veterinary services
AUS,Commodities,Motion pictures
AUS,Commodities,Radio and television stations
AUS,Commodities,"Library, museum and art gallery services"
AUS,Commodities,"Parks, botanical gardens and zoos"
AUS,Commodities,Music and theatre production
AUS,Commodities,Creative arts
AUS,Commodities,News reporting
AUS,Commodities,Entertainment
AUS,Commodities,Lottery
AUS,Commodities,Gambling
AUS,Commodities,TAB agencies
AUS,Commodities,"Sport and recreation services (incl horse and dog racing, sports grounds, services)"
AUS,Commodities,Personal services
AUS,Commodities,Photographic film processing
AUS,Commodities,Community services and religious organisations
AUS,Commodities,Interest groups and community organisations
AUS,Commodities,Police
AUS,Commodities,Corrective centres
AUS,Commodities,Fire brigade
AUS,Commodities,Sanitary and garbage disposal
AUS,Commodities,Re-import
AUT,Industries,"Agriculture, hunting and related service activities"
AUT,Industries,"Forestry, logging and related service activities"
AUT,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
AUT,Industries,Mining of coal and lignite; extraction of peat
AUT,Industries,Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying
AUT,Industries,Mining of uranium and thorium ores
AUT,Industries,Mining of metal ores
AUT,Industries,Other mining and quarrying
AUT,Industries,Manufacture of food products and beverages
AUT,Industries,Manufacture of tobacco products
AUT,Industries,Manufacture of textiles
AUT,Industries,Manufacture of wearing apparel; dressing and dyeing of fur
AUT,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
AUT,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
AUT,Industries,"Manufacture of pulp, paper and paper products"
AUT,Industries,"Publishing, printing and reproduction of recorded media"
AUT,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
AUT,Industries,Manufacture of chemicals and chemical products
AUT,Industries,Manufacture of rubber and plastic products
AUT,Industries,Manufacture of other non-metallic mineral products
AUT,Industries,Manufacture of basic metals
AUT,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
AUT,Industries,Manufacture of machinery and equipment n.e.c.
AUT,Industries,Manufacture of office machinery and computers
AUT,Industries,Manufacture of electrical machinery and apparatus n.e.c.
AUT,Industries,"Manufacture of radio, television and communication equipment and apparatus"
AUT,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
AUT,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
AUT,Industries,Manufacture of other transport equipment
AUT,Industries,Manufacture of furniture; manufacturing n.e.c.
AUT,Industries,Recycling
AUT,Industries,"Electricity, gas, steam and hot water supply"
AUT,Industries,"Collection, purification and distribution of water"
AUT,Industries,Construction
AUT,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
AUT,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
AUT,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
AUT,Industries,Hotels and restaurants
AUT,Industries,Land transport; transport via pipelines
AUT,Industries,Water transport
AUT,Industries,Air transport
AUT,Industries,Supporting and auxiliary transport activities; activities of travel agencies
AUT,Industries,Post and telecommunications
AUT,Industries,"Financial intermediation, except insurance and pension funding"
AUT,Industries,"Insurance and pension funding, except compulsory social security"
AUT,Industries,Activities auxiliary to financial intermediation
AUT,Industries,Real estate activities
AUT,Industries,Renting of machinery and equipment without operator and of personal and household goods
AUT,Industries,Computer and related activities
AUT,Industries,Research and development
AUT,Industries,Other business activities
AUT,Industries,Public administration and defence; compulsory social security
AUT,Industries,Education
AUT,Industries,Health and social work
AUT,Industries,"Sewage and refuse disposal, sanitation and similar activities"
AUT,Industries,Activities of membership organisation n.e.c.
AUT,Industries,"Recreational, cultural and sporting activities"
AUT,Industries,Other service activities
AUT,Industries,Private households with employed persons
AUT,Industries,FISIM
AUT,Industries,Re-export
AUT,Commodities,"Products of agriculture, hunting and related services"
AUT,Commodities,"Products of forestry, logging and related services"
AUT,Commodities,Fish and other fishing products; services incidental of fishing
AUT,Commodities,Coal and lignite; peat
AUT,Commodities,Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying
AUT,Commodities,Uranium and thorium ores
AUT,Commodities,Metal ores
AUT,Commodities,Other mining and quarrying products
AUT,Commodities,Food products and beverages
AUT,Commodities,Tobacco products
AUT,Commodities,Textiles
AUT,Commodities,Wearing apparel; furs
AUT,Commodities,Leather and leather products
AUT,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
AUT,Commodities,"Pulp, paper and paper products"
AUT,Commodities,Printed matter and recorded media
AUT,Commodities,"Coke, refined petroleum products and nuclear fuels"
AUT,Commodities,"Chemicals, chemical products and man-made fibres"
AUT,Commodities,Rubber and plastic products
AUT,Commodities,Other non-metallic mineral products
AUT,Commodities,Basic metals
AUT,Commodities,"Fabricated metal products, except machinery and equipment"
AUT,Commodities,Machinery and equipment n.e.c.
AUT,Commodities,Office machinery and computers
AUT,Commodities,Electrical machinery and apparatus n.e.c.
AUT,Commodities,"Radio, television and communication equipment and apparatus"
AUT,Commodities,"Medical, precision and optical instruments, watches and clocks"
AUT,Commodities,"Motor vehicles, trailers and semi-trailers"
AUT,Commodities,Other transport equipment
AUT,Commodities,Furniture; other manufactured goods n.e.c.
AUT,Commodities,Secondary raw materials
AUT,Commodities,"Electrical energy, gas, steam and hot water"
AUT,Commodities,"Collected and purified water, distribution services of water"
AUT,Commodities,Construction work
AUT,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
AUT,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
AUT,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
AUT,Commodities,Hotel and restaurant services
AUT,Commodities,Land transport; transport via pipeline services
AUT,Commodities,Water transport services
AUT,Commodities,Air transport services
AUT,Commodities,Supporting and auxiliary transport services; travel agency services
AUT,Commodities,Post and telecommunication services
AUT,Commodities,"Financial intermediation services, except insurance and pension funding services"
AUT,Commodities,"Insurance and pension funding services, except compulsory social security services"
AUT,Commodities,Services auxiliary to financial intermediation
AUT,Commodities,Real estate services
AUT,Commodities,Renting services of machinery and equipment without operator and of personal and household goods
AUT,Commodities,Computer and related services
AUT,Commodities,Research and development services
AUT,Commodities,Other business services
AUT,Commodities,Public administration and defence services; compulsory social security services
AUT,Commodities,Education services
AUT,Commodities,Health and social work services
AUT,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
AUT,Commodities,Membership organisation services n.e.c.
AUT,Commodities,"Recreational, cultural and sporting services"
AUT,Commodities,Other services
AUT,Commodities,Private households with employed persons
AUT,Commodities,FISIM
AUT,Commodities,Re-export
AZE,Industries,Agriculture
AZE,Industries,Fishing
AZE,Industries,Mining and Quarrying
AZE,Industries,Food & Beverages
AZE,Industries,Textiles and Wearing Apparel
AZE,Industries,Wood and Paper
AZE,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
AZE,Industries,Metal Products
AZE,Industries,Electrical and Machinery
AZE,Industries,Transport Equipment
AZE,Industries,Other Manufacturing
AZE,Industries,Recycling
AZE,Industries,"Electricity, Gas and Water"
AZE,Industries,Construction
AZE,Industries,Maintenance and Repair
AZE,Industries,Wholesale Trade
AZE,Industries,Retail Trade
AZE,Industries,Hotels and Restraurants
AZE,Industries,Transport
AZE,Industries,Post and Telecommunications
AZE,Industries,Finacial Intermediation and Business Activities
AZE,Industries,Public Administration
AZE,Industries,"Education, Health and Other Services"
AZE,Industries,Private Households
AZE,Industries,Others
AZE,Industries,Re-export & Re-import
BHS,Industries,Agriculture
BHS,Industries,Fishing
BHS,Industries,Mining and Quarrying
BHS,Industries,Food & Beverages
BHS,Industries,Textiles and Wearing Apparel
BHS,Industries,Wood and Paper
BHS,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BHS,Industries,Metal Products
BHS,Industries,Electrical and Machinery
BHS,Industries,Transport Equipment
BHS,Industries,Other Manufacturing
BHS,Industries,Recycling
BHS,Industries,"Electricity, Gas and Water"
BHS,Industries,Construction
BHS,Industries,Maintenance and Repair
BHS,Industries,Wholesale Trade
BHS,Industries,Retail Trade
BHS,Industries,Hotels and Restraurants
BHS,Industries,Transport
BHS,Industries,Post and Telecommunications
BHS,Industries,Finacial Intermediation and Business Activities
BHS,Industries,Public Administration
BHS,Industries,"Education, Health and Other Services"
BHS,Industries,Private Households
BHS,Industries,Others
BHS,Industries,Re-export & Re-import
BHR,Industries,Agriculture
BHR,Industries,Fishing
BHR,Industries,Mining and Quarrying
BHR,Industries,Food & Beverages
BHR,Industries,Textiles and Wearing Apparel
BHR,Industries,Wood and Paper
BHR,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BHR,Industries,Metal Products
BHR,Industries,Electrical and Machinery
BHR,Industries,Transport Equipment
BHR,Industries,Other Manufacturing
BHR,Industries,Recycling
BHR,Industries,"Electricity, Gas and Water"
BHR,Industries,Construction
BHR,Industries,Maintenance and Repair
BHR,Industries,Wholesale Trade
BHR,Industries,Retail Trade
BHR,Industries,Hotels and Restraurants
BHR,Industries,Transport
BHR,Industries,Post and Telecommunications
BHR,Industries,Finacial Intermediation and Business Activities
BHR,Industries,Public Administration
BHR,Industries,"Education, Health and Other Services"
BHR,Industries,Private Households
BHR,Industries,Others
BHR,Industries,Re-export & Re-import
BGD,Industries,Agriculture
BGD,Industries,Fishing
BGD,Industries,Mining and Quarrying
BGD,Industries,Food & Beverages
BGD,Industries,Textiles and Wearing Apparel
BGD,Industries,Wood and Paper
BGD,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BGD,Industries,Metal Products
BGD,Industries,Electrical and Machinery
BGD,Industries,Transport Equipment
BGD,Industries,Other Manufacturing
BGD,Industries,Recycling
BGD,Industries,"Electricity, Gas and Water"
BGD,Industries,Construction
BGD,Industries,Maintenance and Repair
BGD,Industries,Wholesale Trade
BGD,Industries,Retail Trade
BGD,Industries,Hotels and Restraurants
BGD,Industries,Transport
BGD,Industries,Post and Telecommunications
BGD,Industries,Finacial Intermediation and Business Activities
BGD,Industries,Public Administration
BGD,Industries,"Education, Health and Other Services"
BGD,Industries,Private Households
BGD,Industries,Others
BGD,Industries,Re-export & Re-import
BRB,Industries,Agriculture
BRB,Industries,Fishing
BRB,Industries,Mining and Quarrying
BRB,Industries,Food & Beverages
BRB,Industries,Textiles and Wearing Apparel
BRB,Industries,Wood and Paper
BRB,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BRB,Industries,Metal Products
BRB,Industries,Electrical and Machinery
BRB,Industries,Transport Equipment
BRB,Industries,Other Manufacturing
BRB,Industries,Recycling
BRB,Industries,"Electricity, Gas and Water"
BRB,Industries,Construction
BRB,Industries,Maintenance and Repair
BRB,Industries,Wholesale Trade
BRB,Industries,Retail Trade
BRB,Industries,Hotels and Restraurants
BRB,Industries,Transport
BRB,Industries,Post and Telecommunications
BRB,Industries,Finacial Intermediation and Business Activities
BRB,Industries,Public Administration
BRB,Industries,"Education, Health and Other Services"
BRB,Industries,Private Households
BRB,Industries,Others
BRB,Industries,Re-export & Re-import
BLR,Industries,Agriculture
BLR,Industries,Fishing
BLR,Industries,Mining and Quarrying
BLR,Industries,Food & Beverages
BLR,Industries,Textiles and Wearing Apparel
BLR,Industries,Wood and Paper
BLR,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BLR,Industries,Metal Products
BLR,Industries,Electrical and Machinery
BLR,Industries,Transport Equipment
BLR,Industries,Other Manufacturing
BLR,Industries,Recycling
BLR,Industries,"Electricity, Gas and Water"
BLR,Industries,Construction
BLR,Industries,Maintenance and Repair
BLR,Industries,Wholesale Trade
BLR,Industries,Retail Trade
BLR,Industries,Hotels and Restraurants
BLR,Industries,Transport
BLR,Industries,Post and Telecommunications
BLR,Industries,Finacial Intermediation and Business Activities
BLR,Industries,Public Administration
BLR,Industries,"Education, Health and Other Services"
BLR,Industries,Private Households
BLR,Industries,Others
BLR,Industries,Re-export & Re-import
BEL,Industries,"Agriculture, hunting and related service activities"
BEL,Industries,"Forestry, logging and related service activities"
BEL,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
BEL,Industries,Mining of coal and lignite; extraction of peat
BEL,Industries,Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying
BEL,Industries,Mining of uranium and thorium ores
BEL,Industries,Mining of metal ores
BEL,Industries,Other mining and quarrying
BEL,Industries,Manufacture of food products and beverages
BEL,Industries,Manufacture of tobacco products
BEL,Industries,Manufacture of textiles
BEL,Industries,Manufacture of wearing apparel; dressing and dyeing of fur
BEL,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
BEL,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
BEL,Industries,"Manufacture of pulp, paper and paper products"
BEL,Industries,"Publishing, printing and reproduction of recorded media"
BEL,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
BEL,Industries,Manufacture of chemicals and chemical products
BEL,Industries,Manufacture of rubber and plastic products
BEL,Industries,Manufacture of other non-metallic mineral products
BEL,Industries,Manufacture of basic metals
BEL,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
BEL,Industries,Manufacture of machinery and equipment n.e.c.
BEL,Industries,Manufacture of office machinery and computers
BEL,Industries,Manufacture of electrical machinery and apparatus n.e.c.
BEL,Industries,"Manufacture of radio, television and communication equipment and apparatus"
BEL,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
BEL,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
BEL,Industries,Manufacture of other transport equipment
BEL,Industries,Manufacture of furniture; manufacturing n.e.c.
BEL,Industries,Recycling
BEL,Industries,"Electricity, gas, steam and hot water supply"
BEL,Industries,"Collection, purification and distribution of water"
BEL,Industries,Construction
BEL,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
BEL,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
BEL,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
BEL,Industries,Hotels and restaurants
BEL,Industries,Land transport; transport via pipelines
BEL,Industries,Water transport
BEL,Industries,Air transport
BEL,Industries,Supporting and auxiliary transport activities; activities of travel agencies
BEL,Industries,Post and telecommunications
BEL,Industries,"Financial intermediation, except insurance and pension funding"
BEL,Industries,"Insurance and pension funding, except compulsory social security"
BEL,Industries,Activities auxiliary to financial intermediation
BEL,Industries,Real estate activities
BEL,Industries,Renting of machinery and equipment without operator and of personal and household goods
BEL,Industries,Computer and related activities
BEL,Industries,Research and development
BEL,Industries,Other business activities
BEL,Industries,Public administration and defence; compulsory social security
BEL,Industries,Education
BEL,Industries,Health and social work
BEL,Industries,"Sewage and refuse disposal, sanitation and similar activities"
BEL,Industries,Activities of membership organisation n.e.c.
BEL,Industries,"Recreational, cultural and sporting activities"
BEL,Industries,Other service activities
BEL,Industries,Private households with employed persons
BEL,Industries,FISIM
BEL,Industries,Re-export
BEL,Commodities,"Products of agriculture, hunting and related services"
BEL,Commodities,"Products of forestry, logging and related services"
BEL,Commodities,Fish and other fishing products; services incidental of fishing
BEL,Commodities,Coal and lignite; peat
BEL,Commodities,Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying
BEL,Commodities,Uranium and thorium ores
BEL,Commodities,Metal ores
BEL,Commodities,Other mining and quarrying products
BEL,Commodities,Food products and beverages
BEL,Commodities,Tobacco products
BEL,Commodities,Textiles
BEL,Commodities,Wearing apparel; furs
BEL,Commodities,Leather and leather products
BEL,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
BEL,Commodities,"Pulp, paper and paper products"
BEL,Commodities,Printed matter and recorded media
BEL,Commodities,"Coke, refined petroleum products and nuclear fuels"
BEL,Commodities,"Chemicals, chemical products and man-made fibres"
BEL,Commodities,Rubber and plastic products
BEL,Commodities,Other non-metallic mineral products
BEL,Commodities,Basic metals
BEL,Commodities,"Fabricated metal products, except machinery and equipment"
BEL,Commodities,Machinery and equipment n.e.c.
BEL,Commodities,Office machinery and computers
BEL,Commodities,Electrical machinery and apparatus n.e.c.
BEL,Commodities,"Radio, television and communication equipment and apparatus"
BEL,Commodities,"Medical, precision and optical instruments, watches and clocks"
BEL,Commodities,"Motor vehicles, trailers and semi-trailers"
BEL,Commodities,Other transport equipment
BEL,Commodities,Furniture; other manufactured goods n.e.c.
BEL,Commodities,Secondary raw materials
BEL,Commodities,"Electrical energy, gas, steam and hot water"
BEL,Commodities,"Collected and purified water, distribution services of water"
BEL,Commodities,Construction work
BEL,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
BEL,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
BEL,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
BEL,Commodities,Hotel and restaurant services
BEL,Commodities,Land transport; transport via pipeline services
BEL,Commodities,Water transport services
BEL,Commodities,Air transport services
BEL,Commodities,Supporting and auxiliary transport services; travel agency services
BEL,Commodities,Post and telecommunication services
BEL,Commodities,"Financial intermediation services, except insurance and pension funding services"
BEL,Commodities,"Insurance and pension funding services, except compulsory social security services"
BEL,Commodities,Services auxiliary to financial intermediation
BEL,Commodities,Real estate services
BEL,Commodities,Renting services of machinery and equipment without operator and of personal and household goods
BEL,Commodities,Computer and related services
BEL,Commodities,Research and development services
BEL,Commodities,Other business services
BEL,Commodities,Public administration and defence services; compulsory social security services
BEL,Commodities,Education services
BEL,Commodities,Health and social work services
BEL,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
BEL,Commodities,Membership organisation services n.e.c.
BEL,Commodities,"Recreational, cultural and sporting services"
BEL,Commodities,Other services
BEL,Commodities,Private households with employed persons
BEL,Commodities,FISIM
BEL,Commodities,Re-export
BLZ,Industries,Agriculture
BLZ,Industries,Fishing
BLZ,Industries,Mining and Quarrying
BLZ,Industries,Food & Beverages
BLZ,Industries,Textiles and Wearing Apparel
BLZ,Industries,Wood and Paper
BLZ,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BLZ,Industries,Metal Products
BLZ,Industries,Electrical and Machinery
BLZ,Industries,Transport Equipment
BLZ,Industries,Other Manufacturing
BLZ,Industries,Recycling
BLZ,Industries,"Electricity, Gas and Water"
BLZ,Industries,Construction
BLZ,Industries,Maintenance and Repair
BLZ,Industries,Wholesale Trade
BLZ,Industries,Retail Trade
BLZ,Industries,Hotels and Restraurants
BLZ,Industries,Transport
BLZ,Industries,Post and Telecommunications
BLZ,Industries,Finacial Intermediation and Business Activities
BLZ,Industries,Public Administration
BLZ,Industries,"Education, Health and Other Services"
BLZ,Industries,Private Households
BLZ,Industries,Others
BLZ,Industries,Re-export & Re-import
BEN,Industries,Agriculture
BEN,Industries,Fishing
BEN,Industries,Mining and Quarrying
BEN,Industries,Food & Beverages
BEN,Industries,Textiles and Wearing Apparel
BEN,Industries,Wood and Paper
BEN,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BEN,Industries,Metal Products
BEN,Industries,Electrical and Machinery
BEN,Industries,Transport Equipment
BEN,Industries,Other Manufacturing
BEN,Industries,Recycling
BEN,Industries,"Electricity, Gas and Water"
BEN,Industries,Construction
BEN,Industries,Maintenance and Repair
BEN,Industries,Wholesale Trade
BEN,Industries,Retail Trade
BEN,Industries,Hotels and Restraurants
BEN,Industries,Transport
BEN,Industries,Post and Telecommunications
BEN,Industries,Finacial Intermediation and Business Activities
BEN,Industries,Public Administration
BEN,Industries,"Education, Health and Other Services"
BEN,Industries,Private Households
BEN,Industries,Others
BEN,Industries,Re-export & Re-import
BMU,Industries,Agriculture
BMU,Industries,Fishing
BMU,Industries,Mining and Quarrying
BMU,Industries,Food & Beverages
BMU,Industries,Textiles and Wearing Apparel
BMU,Industries,Wood and Paper
BMU,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BMU,Industries,Metal Products
BMU,Industries,Electrical and Machinery
BMU,Industries,Transport Equipment
BMU,Industries,Other Manufacturing
BMU,Industries,Recycling
BMU,Industries,"Electricity, Gas and Water"
BMU,Industries,Construction
BMU,Industries,Maintenance and Repair
BMU,Industries,Wholesale Trade
BMU,Industries,Retail Trade
BMU,Industries,Hotels and Restraurants
BMU,Industries,Transport
BMU,Industries,Post and Telecommunications
BMU,Industries,Finacial Intermediation and Business Activities
BMU,Industries,Public Administration
BMU,Industries,"Education, Health and Other Services"
BMU,Industries,Private Households
BMU,Industries,Others
BMU,Industries,Re-export & Re-import
BTN,Industries,Agriculture
BTN,Industries,Fishing
BTN,Industries,Mining and Quarrying
BTN,Industries,Food & Beverages
BTN,Industries,Textiles and Wearing Apparel
BTN,Industries,Wood and Paper
BTN,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BTN,Industries,Metal Products
BTN,Industries,Electrical and Machinery
BTN,Industries,Transport Equipment
BTN,Industries,Other Manufacturing
BTN,Industries,Recycling
BTN,Industries,"Electricity, Gas and Water"
BTN,Industries,Construction
BTN,Industries,Maintenance and Repair
BTN,Industries,Wholesale Trade
BTN,Industries,Retail Trade
BTN,Industries,Hotels and Restraurants
BTN,Industries,Transport
BTN,Industries,Post and Telecommunications
BTN,Industries,Finacial Intermediation and Business Activities
BTN,Industries,Public Administration
BTN,Industries,"Education, Health and Other Services"
BTN,Industries,Private Households
BTN,Industries,Others
BTN,Industries,Re-export & Re-import
BOL,Industries,NON-INDUSTRIAL AGRICULTURAL PRODUCTS
BOL,Industries,INDUSTRIAL AGRICULTURAL PRODUCTS
BOL,Industries,COCA
BOL,Industries,LIVESTOCK
BOL,Industries,"FORESTRY, HUNTING AND FISHING"
BOL,Industries,CRUDE OIL AND NATURAL GAS
BOL,Industries,METAL AND NON-METALLIC MINERALS
BOL,Industries,FRESH AND PROCESSED MEAT
BOL,Industries,DAIRY PRODUCTS
BOL,Industries,MILLING AND BAKERY PRODUCTS
BOL,Industries,SUGAR AND CONFECTIONERY
BOL,Industries,MISCELLANEOUS FOOD PRODUCTS
BOL,Industries,BEVERAGES
BOL,Industries,PREPARED SNUFF
BOL,Industries,"TEXTILES, CLOTHING AND LEATHER GOODS"
BOL,Industries,WOOD AND WOOD PRODUCTS
BOL,Industries,PAPER AND PAPER PRODUCTS
BOL,Industries,CHEMICALS
BOL,Industries,PRODUCTS OF PETROLEUM REFINING
BOL,Industries,NON-METALLIC MINERAL PRODUCTS
BOL,Industries,COMMODITY METAL
BOL,Industries,"METAL PRODUCTS, MACHINERY AND EQUIPMENT"
BOL,Industries,MISCELLANEOUS MANUFACTURED
BOL,Industries,"ELECTRICITY, GAS AND WATER"
BOL,Industries,CONSTRUCTION
BOL,Industries,TRADE
BOL,Industries,TRANSPORT AND STORAGE
BOL,Industries,COMMUNICATIONS
BOL,Industries,FINANCIAL SERVICES
BOL,Industries,SERVICES TO BUSINESSES
BOL,Industries,HOME OWNERSHIP
BOL,Industries,"COMMUNITY, SOCIAL AND PERSONAL SERVICES"
BOL,Industries,RESTAURANTS AND HOTELS
BOL,Industries,DOMESTIC SERVICES
BOL,Industries,CIVIL SERVICES
BOL,Industries,FISIM
BOL,Industries,REEXPORT
BOL,Commodities,NON-INDUSTRIAL AGRICULTURAL PRODUCTS
BOL,Commodities,INDUSTRIAL AGRICULTURAL PRODUCTS
BOL,Commodities,COCA
BOL,Commodities,LIVESTOCK
BOL,Commodities,"FORESTRY, HUNTING AND FISHING"
BOL,Commodities,CRUDE OIL AND NATURAL GAS
BOL,Commodities,METAL AND NON-METALLIC MINERALS
BOL,Commodities,FRESH AND PROCESSED MEAT
BOL,Commodities,DAIRY PRODUCTS
BOL,Commodities,MILLING AND BAKERY PRODUCTS
BOL,Commodities,SUGAR AND CONFECTIONERY
BOL,Commodities,MISCELLANEOUS FOOD PRODUCTS
BOL,Commodities,BEVERAGES
BOL,Commodities,PREPARED SNUFF
BOL,Commodities,"TEXTILES, CLOTHING AND LEATHER GOODS"
BOL,Commodities,WOOD AND WOOD PRODUCTS
BOL,Commodities,PAPER AND PAPER PRODUCTS
BOL,Commodities,CHEMICALS
BOL,Commodities,PRODUCTS OF PETROLEUM REFINING
BOL,Commodities,NON-METALLIC MINERAL PRODUCTS
BOL,Commodities,COMMODITY METAL
BOL,Commodities,"METAL PRODUCTS, MACHINERY AND EQUIPMENT"
BOL,Commodities,MISCELLANEOUS MANUFACTURED
BOL,Commodities,"ELECTRICITY, GAS AND WATER"
BOL,Commodities,CONSTRUCTION
BOL,Commodities,TRADE
BOL,Commodities,TRANSPORT AND STORAGE
BOL,Commodities,COMMUNICATIONS
BOL,Commodities,FINANCIAL SERVICES
BOL,Commodities,SERVICES TO BUSINESSES
BOL,Commodities,HOME OWNERSHIP
BOL,Commodities,"COMMUNITY, SOCIAL AND PERSONAL SERVICES"
BOL,Commodities,RESTAURANTS AND HOTELS
BOL,Commodities,DOMESTIC SERVICES
BOL,Commodities,CIVIL SERVICES
BOL,Commodities,FISIM
BOL,Commodities,REEXPORT
BIH,Industries,Agriculture
BIH,Industries,Fishing
BIH,Industries,Mining and Quarrying
BIH,Industries,Food & Beverages
BIH,Industries,Textiles and Wearing Apparel
BIH,Industries,Wood and Paper
BIH,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
BIH,Industries,Metal Products
BIH,Industries,Electrical and Machinery
BIH,Industries,Transport Equipment
BIH,Industries,Other Manufacturing
BIH,Industries,Recycling
BIH,Industries,"Electricity, Gas and Water"
BIH,Industries,Construction
BIH,Industries,Maintenance and Repair
BIH,Industries,Wholesale Trade
BIH,Industries,Retail Trade
BIH,Industries,Hotels and Restraurants
BIH,Industries,Transport
BIH,Industries,Post and Telecommunications
BIH,Industries,Finacial Intermediation and Business Activities
BIH,Industries,Public Administration
BIH,Industries,"Education, Health and Other Services"
BIH,Industries,Private Households
BIH,Industries,Others
BIH,Industries,Re-export & Re-import
BWA,Industries,Agriculture
BWA,Industries,Fishing
BWA,Industries,Mining and Quarrying
BWA,Industries,Food & Beverages
BWA,Industries,Textiles and Wearing Apparel
BWA,Industries,Wood and Paper
