"Nr","version","scenario","foodgroup","parent","functional_form_income","functional_form_z","functional_merging_add","z","gdp_scen","pop_scen","z_scen","calibration_type","calibration_start","calibration_end","para_1","para_2","para_3","para_4","para_5","para_6","R2","R2adj","start_1","start_2","start_3","start_4","start_5","start_6"
"651","new","SSP4","molasses","totalSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","new","SSP4","molasses","totalSugar","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","new","SSP4","molasses","totalSugar","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","new","SSP4","molasses","totalSugar","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","new","SSP4","molasses","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","new","SSP4","sugar","totalSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","new","SSP4","sugar","totalSugar","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","new","SSP4","sugar","totalSugar","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","new","SSP4","sugar","totalSugar","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","new","SSP4","sugar","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","new","SSP4","sugr_beet","totalSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","new","SSP4","sugr_beet","totalSugar","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","new","SSP4","sugr_beet","totalSugar","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","new","SSP4","sugr_beet","totalSugar","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","new","SSP4","sugr_beet","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","new","SSP4","sugr_cane","totalSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","new","SSP4","sugr_cane","totalSugar","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","new","SSP4","sugr_cane","totalSugar","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","new","SSP4","sugr_cane","totalSugar","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","new","SSP4","sugr_cane","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","new","SSP4","nonprocessed","plants","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","new","SSP4","nonprocessed","plants","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","new","SSP4","nonprocessed","plants","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","new","SSP4","nonprocessed","plants","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","new","SSP4","nonprocessed","plants","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","new","SSP4","others","nonprocessed","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","new","SSP4","others","nonprocessed","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","new","SSP4","others","nonprocessed","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","new","SSP4","others","nonprocessed","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","new","SSP4","others","nonprocessed","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","new","SSP4","staples","nonprocessed","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","new","SSP4","staples","nonprocessed","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","new","SSP4","staples","nonprocessed","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","new","SSP4","staples","nonprocessed","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","new","SSP4","staples","nonprocessed","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","new","SSP4","rootsTubers","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","new","SSP4","rootsTubers","staples","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","new","SSP4","rootsTubers","staples","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","new","SSP4","rootsTubers","staples","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","new","SSP4","rootsTubers","staples","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","new","SSP4","cassav_sp","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","new","SSP4","cassav_sp","rootsTubers","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","new","SSP4","cassav_sp","rootsTubers","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","new","SSP4","cassav_sp","rootsTubers","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","new","SSP4","cassav_sp","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","new","SSP4","potato","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","new","SSP4","potato","rootsTubers","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","new","SSP4","potato","rootsTubers","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","new","SSP4","potato","rootsTubers","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","new","SSP4","potato","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","new","SSP4","cerealRest","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","new","SSP4","cerealRest","staples","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","new","SSP4","cerealRest","staples","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","new","SSP4","cerealRest","staples","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","new","SSP4","cerealRest","staples","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","new","SSP4","cereals","cerealRest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","new","SSP4","cereals","cerealRest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","new","SSP4","cereals","cerealRest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","new","SSP4","cereals","cerealRest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","new","SSP4","cereals","cerealRest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","new","SSP4","maiz","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","new","SSP4","maiz","cereals","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","new","SSP4","maiz","cereals","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","new","SSP4","maiz","cereals","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","new","SSP4","maiz","cereals","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","new","SSP4","rapeseed","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","new","SSP4","rapeseed","cereals","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","new","SSP4","rapeseed","cereals","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","new","SSP4","rapeseed","cereals","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","new","SSP4","rapeseed","cereals","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","new","SSP4","tece","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","new","SSP4","tece","cereals","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","new","SSP4","tece","cereals","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","new","SSP4","tece","cereals","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","new","SSP4","tece","cereals","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","new","SSP4","trce","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","new","SSP4","trce","cereals","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","new","SSP4","trce","cereals","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","new","SSP4","trce","cereals","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","new","SSP4","trce","cereals","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","new","SSP4","rest","cerealRest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","new","SSP4","rest","cerealRest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","new","SSP4","rest","cerealRest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","new","SSP4","rest","cerealRest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","new","SSP4","rest","cerealRest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","new","SSP4","groundnut","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","new","SSP4","groundnut","rest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","new","SSP4","groundnut","rest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","new","SSP4","groundnut","rest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","new","SSP4","groundnut","rest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","new","SSP4","puls_pro","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","new","SSP4","puls_pro","rest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","new","SSP4","puls_pro","rest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","new","SSP4","puls_pro","rest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","new","SSP4","puls_pro","rest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","new","SSP4","rapeseed","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","new","SSP4","rapeseed","rest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","new","SSP4","rapeseed","rest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","new","SSP4","rapeseed","rest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","new","SSP4","rapeseed","rest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","new","SSP4","soybean","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","new","SSP4","soybean","rest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","new","SSP4","soybean","rest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","new","SSP4","soybean","rest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","new","SSP4","soybean","rest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","new","SSP4","sunflower","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","new","SSP4","sunflower","rest","y~a/x + b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","new","SSP4","sunflower","rest","y~a * x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","new","SSP4","sunflower","rest","y~a + x^b",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","new","SSP4","sunflower","rest","y~a + b*x^c",NA,"1",NA,"SSP4","SSP4","SSP4","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","new","SSP5","livestock","totalintake","y~(a * x)/(b + x)",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","new","SSP5","livestock","totalintake","y~a/x + b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","new","SSP5","livestock","totalintake","y~a * x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","new","SSP5","livestock","totalintake","y~a + x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","new","SSP5","livestock","totalintake","y~a + b*x^c",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","new","SSP5","fish","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","new","SSP5","fish","livestock","y~a/x + b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","new","SSP5","fish","livestock","y~a * x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","new","SSP5","fish","livestock","y~a + x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","new","SSP5","fish","livestock","y~a + b*x^c",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","new","SSP5","landanimals","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","new","SSP5","landanimals","livestock","y~a/x + b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","new","SSP5","landanimals","livestock","y~a * x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","new","SSP5","landanimals","livestock","y~a + x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","new","SSP5","landanimals","livestock","y~a + b*x^c",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","new","SSP5","ruminants","landanimals","y~(a * x)/(b + x)",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","new","SSP5","ruminants","landanimals","y~a/x + b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","new","SSP5","ruminants","landanimals","y~a * x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","new","SSP5","ruminants","landanimals","y~a + x^b",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","new","SSP5","ruminants","landanimals","y~a + b*x^c",NA,"1",NA,"SSP5","SSP5","SSP5","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
